Restaurant address,Challenge name,Location name,Latitude,Longitude
"Address: 304 Fairview St, Fountain Inn, SC 29644",Tony’s 28″ Big Boy Pizza Challenge (Fountain Inn),Where: Tony's Pizza & Subs (Fountain Inn),,
"Address: 7704 Augusta Rd, Piedmont, SC 29673",Tony’s 28″ Big Boy Pizza Challenge (Piedmont),Where: Tony's Pizza & Subs (Piedmont),,
"Address: 900 N Main St, Woodruff, SC 29388",Tony’s 28″ Big Boy Pizza Challenge (Woodruff),Where: Tony's Pizza & Subs (Woodruff),,
"Address: 111 Pitt St, Mount Pleasant, SC 29464",Pitt Street Pharmacy’s Grilled Cheese Record Challenge,Where: Pitt Street Pharmacy,,
"Address: 317 Haywood Rd, Greenville, SC 29607",Frank’s Mega Burrito Challenge,Where: Papa's & Beer Restaurant,,
"Address: 850 Woody Jones Blvd, Florence, SC 29501",1720 Burger Bar’s Cobra Commander Challenge,Where: 1720 Burger Bar,,
"Address: 203-1 Pendleton Rd, Clemson, SC 29631",Columbo’s 28″ Atlas Pizza Challenge,Where: Columbo's Pizza,,
"Address: 1975 Magwood Dr, Charleston, SC 29414",The Bushido Seppuku Spicy Sushi Challenge,Where: Bushido Japanese Restaurant,,
"Address: 5070 International Blvd, Charleston, SC 29418",Big Billy’s Belt Buster Burger Challenge,Where: Big Billy's Burger Joint,,
"Address: 508 2nd Loop Rd, Florence, SC 29505",Fox’s 30″ Big One Pizza Challenge (Florence),Where: Fox's Pizza Den (Florence),,
"Address: 2735, 519 E Grand Crossing, Mobridge, SD 57601",La Cabaña’s Massive “Official” Burrito Challenge,Where: La Cabaña Authentic Mexican Restaurant,,
"Address: 231 S Main St, Freeman, SD 57029",Doc’s Bar’s “Corpsman Up” 100oz Steak Challenge,Where: Doc's Bar,,
"Address: Ramada Hotel Building, 1525 W Havens Dr, Mitchell, SD 57301",Rebel Rooster’s Triple Threat Sandwich Challenge,Where: The Rebel Rooster Bar & Eatery,,
"Address: 4211 W 12th St, Sioux Falls, SD 57106",Keg Chicken’s “Yard Bird” Fried Chicken Challenge,Where: The Keg Chicken,,
"Address: 502 Main St, Ste #200, Rapid City, SD 57701",Philly Ted’s Barnyard Cheesesteak Challenge (Downtown),Where: Philly Ted's Cheezsteaks (Downtown),,
"Address: 1415 N Lacrosse St, Rapid City, SD 57701",Philly Ted’s Barnyard Cheesesteak Challenge (Lacrosse),Where: Philly Ted's Cheezsteaks (Lacrosse),,
"Address: 100 Military Rd, North Sioux City, SD 57049",Sugar Daddy’s Grand Slam Burger Challenge,Where: Sugar Daddy's Sports Bar & Grill,,
"Address: 101 N Broadway, Watertown, SD 57201",Clifford’s Steak House’s 7lb Burger Challenge,Where: Clifford's Steak House,,
"Address: 2616 S Louise Ave, Sioux Falls, SD 57106",Sickies Garage’s Victory Lap Burger Challenge (Sioux Falls),Where: Sickies Garage (Sioux Falls),,
"Address: 2901 Broadway Ave, Yankton, SD 57078",The Rock Bottom Burger Challenge,Where: Rock Bottom Beers & Burgers,,
"Address: 4529 E 26th St, Sioux Falls, SD 57110",Overtime Grill’s 5lb Monster Nacho Challenge,Where: Overtime Grill and Bar,,
"Address: 2111 S Minnesota Ave, Sioux Falls, SD 57106",Boss Hog 28″ Pizza Challenge (Minnesota Ave),Where: Boss' Pizza & Chicken (Minnesota Ave),,
"Address: 427 Main Ave, Brookings, SD 57006",Nick’s Hamburger Eating Record,Where: Nick's Hamburgers,,
"Address: 121 Commerce St, Ste #104, Johnson City, TN 37604",Go Burrito’s Monster Burrito Longboard Challenge (Johnson City),Where: Go Burrito (Johnson City),,
"Address: 154 2nd Avenue N, Nashville, TN 37201",Dick’s Last Resort’s 48oz T-Bone Steak Challenge (Nashville),Where: Dick's Last Resort (Nashville),,
"Address: 903 Parkway, Ste #104, Gatlinburg, TN 37738",Dick’s Last Resort’s 48oz T-Bone Steak Challenge (Gatlinburg),Where: Dick's Last Resort (Gatlinburg),,
"Address: 131 Island Dr, Ste #9118, Pigeon Forge, TN 37863",Dick’s Last Resort’s 48oz T-Bone Steak Challenge (Pigeon Forge),Where: Dick's Last Resort (Pigeon Forge),,
"Address: 4884 Chambliss Ave, Knoxville, TN 37919",Union Place’s Loaded Buffalo Chicken Cheese Fries Challenge,Where: Union Place Bar & Grill,,
"Address: 3949 Nolensville Pike, Nashville, TN 37211",Juicy Seafood’s “Randy Santel” Seafood Challenge (Nolensville),Where: Juicy Seafood (Nolensville),,
"Address: 1703 Portland Ave, Nashville, TN 37212",Chatime’s “Randy Santel” Asian Food Menu Challenge,"Where: Chatime (Nashville, Tennessee)",,
"Address: 171 3rd Ave N, Nashville, TN 37201",Legendairy Milkshake Bar’s “Gallon Challenge”,Where: Legendairy Milkshake Bar,,
"Address: 215 2nd Ave S, Loretto, TN 38469",Lo-Town Brew’s “Brunch Punch” Food Challenge,Where: Lo-Town Brew,,
"Address: 427 The Trace Rd, Dover, TN 37058",The Redneck Pig’s Burger Challenge,Where: The Redneck Pig,,
"Address: 833 W Poplar Ave, Collierville, TN 38017",Bella’s Pizzeria’s 28-inch Team Party Pizza Challenge,Where: Bella's Pizzeria,,
"Address: 119 NW Atlantic St, Tullahoma, TN 37388",Daddy Billy’s “Big Daddy” Pizza Burger Challenge,Where: Daddy Billy’s Restaurant & Bar,,
"Address: 174 3rd Ave N, Nashville, TN 37201",Bowie’s Nashville 3lb Burger Challenge,Where: Bowie's Nashville,,
"Address: 2620 8th Ave S, Nashville, TN 37204",Fat Mo’s Super Deluxe Burger Challenge,Where: Fat Mo's Burger Restaurant,,
"Address: 254 W New St, Kingsport, TN 37660",Chef’s Pizzeria’s 28-Inch “Big Chef” Team Pizza Challenge,Where: Chef's Pizzeria,,
"Address: 888 Squirrel Hollow Dr, Linden, TN 37096",Village Pizza’s 28-inch “Village Elder” Team Pizza Challenge,"Where: Village Pizza (Linden, Tennessee)",,
"Address: 1419 Jacksboro Pike, LaFollette, TN 37766",Stockyard Barbeque’s “Round Up” BBQ Challenge,Where: Stockyard BBQ,,
"Address: 611 Parkway, Sevierville, TN 37862",MonsterMash’s Frankenstein Monster Burger Challenge,Where: Monstermash Burgers,,
"Address: 2166 S Highland Ave, Jackson, TN 38301",Kanpai’s “King Kong” Sushi Roll Challenge,Where: Kanpai Sushi Bar & Fusion ,,
"Address: 8127 Sawyer Brown Rd, Ste #304, Nashville, TN 37221",HoneyFire BBQ’s “Cledis” Challenge,Where: HoneyFire Barbeque,,
"Address: 7936 US-51, Millington, TN 38053",Milano’s Pizza’s 28″ Team Pizza Challenge,Where: Milano's Pizza,,
"Address: 929 W Poplar Ave, Collierville, TN 38017",Tony’s Trophy Room’s Lombardi Sandwich Challenge,Where: Tony's Trophy Room,,
"Address: 1027 S Highland Ave, Jackson, TN 38301",KC Finn’s “Big Ass” Burger Challenge,Where: KC Finn's - Burgers & BBQ,,
"Address: 1401 W Reelfoot Ave, Ste #104, Union City, TN 38261","Sammies’ “Lock, Stock, & Barrel” Sandwich Challenge (Union City)",Where: Sammies (Union City),,
"Address: 2041 Wall St, Spring Hill, TN 37174",The Hwy 55 Burger Challenge (Spring Hill),Where: Hwy 55 Restaurant (Spring Hill),,
"Address: 7240 Nolensville Rd, Nolensville, TN 37135",The Hwy 55 Burger Challenge (Nolensville),Where: Hwy 55 Restaurant (Nolensville),,
"Address: 712-C N Ellington Pkwy, Lewisburg, TN 37091",The Hwy 55 Burger Challenge (Lewisburg),Where: Hwy 55 Restaurant (Lewisburg),,
"Address: 107 W Market St, Dyersburg, TN 38024",Dave’s “Holy Cow” Burger Challenge,Where: Dave's on the Square,,
"Address: 117 Lovelace St, Martin, TN 38237","Sammies’ “Lock, Stock, & Barrel” Sandwich Challenge (Martin)",Where: Sammies (Martin),,
"Address: 373 Hannum St, Alcoa, TN 37701",Hod Rods 50’s Diner’s Chubby Burger Challenge,Where: Hot Rods 50's Diner,,
"Address: 5731 Highway 153, Ste B, Hixson, TN 37343",New York Pizza Department’s 24″ Supreme Pizza Challenge,Where: New York Pizza Department - NYPD,,
"Address: 235 E Main St, Hendersonville, TN 37075",Fox’s 30″ Big One Pizza Challenge (Hendersonville),Where: Fox's Pizza Den (Hendersonville),,
"Address: 178 Randolph Rd, Oak Ridge, TN 37830",The Other One Diner’s “Fatman” Burger Record Challenge,Where: The Other One Diner & Dive,,
"Address: 588 Mulberry Ave, Selmer, TN 38375",Los Aztecas’ “El Compadre” Burrito Challenge,Where: Los Aztecas Mexican Restaurant,,
"Address: 311 W Main St, Lebanon, TN 37087",Taters’ Grand Slam Loaded Baked Potato Challenge,Where: Taters Restaurant,,
"Address: 3029 Tazewell Pike, Knoxville, TN 37918",Fountain City Diner’s Diner-Saurus Ice Cream Challenge,Where: Fountain City Diner,,
"Address: 735 Parkway, Ste #1, Gatlinburg, TN 37738",Loco Burro’s Whole 5lb Chihuahua Burrito Challenge,Where: Loco Burro Fresh Mex Cantina,,
"Address: 1250 N Germantown Pkwy, Ste #123, Cordova, TN 38016",Kooky Canuck’s 12lb Humonga Kookamonga Challenge (Cordova),Where: Kooky Canuck (Cordova),,
"Address: 1250 N Germantown Pkwy, Ste #123, Cordova, TN 38016",Kooky Canuck’s 6lb King Kookamonga Challenge (Cordova),Where: Kooky Canuck (Cordova),,
"Address: 1250 N Germantown Pkwy, Ste #123, Cordova, TN 38016",Kooky Canuck’s 4lb Kookamonga Burger Challenge (Cordova),Where: Kooky Canuck (Cordova),,
"Address: 1203 Murfreesboro Rd, Franklin, TN 37064",Big Shake’s Hot Chicken “Death Row” Wing Challenge (Franklin 2),Where: Big Shake's Hot Chicken & Fish,,
"Address: 1409 W Main St, Franklin, TN 37064",Big Shake’s Hot Chicken “Death Row” Wing Challenge (Franklin 1),Where: Big Shake's Hot Chicken & Fish,,
"Address: 113 2nd Ave N, Nashville, TN 37201",Piranha’s 10lb Cheesesteak Sandwich Challenge,Where: Piranha's Bar & Grill,,
"Address: 97 S 2nd St, Memphis, TN 38103",Kooky Canuck’s 12lb Humonga Kookamonga Challenge (Memphis),Where: Kooky Canuck (Downtown Memphis),,
"Address: 97 S 2nd St, Memphis, TN 38103",Kooky Canuck’s 6lb King Kookamonga Challenge (Memphis),Where: Kooky Canuck (Downtown Memphis),,
"Address: 97 S 2nd St, Memphis, TN 38103",Kooky Canuck’s 4lb Kookamonga Burger Challenge (Memphis),Where: Kooky Canuck (Downtown Memphis),,
"Address: 202 Collier Dr, Sevierville, TN 37862",The Roaming Gnome’s Burger Challenge,Where: The Roaming Gnome Pub & Eatery,,
"Address: 120 S Peters Rd, Knoxville, TN 37923",It’s All So Yummy Cafe’s Rocky Top Sundae Challenge,Where: It's All So Yummy Café,,
"Address: 819 N Eastman Rd, Kingsport, TN 37664",Sloopy’s 2lb Burger Challenge,Where: Sloopy's Diner,,
"Address: 2510 N Roan St, Johnson City, TN 37601",Harbor House’s Monster Burger Challenge,Where: Harbor House Of Johnson City,,
"Address: 595 Hillsboro Rd, Ste #311, Franklin, TN 37064",Sal’s 36″ Godfather Team Pizza Challenge,Where: Sal's Family Pizza,,
"Address: 333 Bluff City Hwy, Bristol, TN 37620",The Blue Circle Hamburger Record Challenge,Where: Blue Circle Hamburgers,,
"Address: 6230 Greenlee Rd, Ste #6, Arlington, TN 38002",Rizzi’s 28″ Team Pizza Challenge,Where: Rizzi's Café & Paridiso Pub,,
"Address: 223 Losoya St, San Antonio, TX 78205",Dick’s Last Resort’s 48oz T-Bone Steak Challenge (San Antonio),Where: Dick's Last Resort (San Antonio),,
"Address: 2211 N Lamar St, Dallas, TX 75202",Dick’s Last Resort’s 48oz T-Bone Steak Challenge (Dallas),Where: Dick's Last Resort (Dallas Victory Park),,
"Address: 1616 Rogers Rd, Fort Worth, TX 76107",The Rogers Roundhouse Food Challenge,Where: Rogers Roundhouse,,
"Address: 2170 N Main St, Ste C, Belton, TX 76513",Studebakers’ 28″ Colossus Solo Pizza Challenge (Belton),Where: Studebakers Pizza (Belton),,
"Address: 208 E Chambers St, Cleburne, TX 76031",1949 Burger Bar’s All American Burger Challenge (At Loaf’n Dog),Where: 1949 Burger Bar AND Loaf'n Dog,,
"Address: 8470 US-377, Pilot Point, TX 76258",Bebo’s and Kathy’s “Bozilla” Burger Challenge,Where: Bebo's and Kathy's Café,,
"Address: 112 N San Jacinto, Rockwall, TX 75087 ",Ramen Head’s Signature Challenger Bowl Ramen Challenge,Where: Ramen Head Rockwall,,
"Address: 104 W Veterans Memorial Blvd, Killeen, TX 76541",Galaxy Bar & Grill’s “It’s A Trap” Food Challenge,Where: Galaxy Bar & Grill,,
"Address: 7115 Blanco Rd, Ste #107, San Antonio, TX 78216",Poppys Pizza’s 28-Inch “Big Poppy” Team Pizza Challenge,Where: Poppys Pizza,,
"Address: 10677 E Northwest Hwy, Ste #400, Dallas, TX 75238",End Zone Bar’s Waffenburger Challenge (Lake Highlands Dallas),Where: End Zone Bar & Grill (Lake Highlands Dallas),,
"Address: 4150 Eldorado Pkwy, McKinney, TX 75070",End Zone Bar & Grill’s Waffenburger Challenge (McKinney),Where: End Zone Bar & Grill (McKinney),,
"Address: 2833 Eldorado Pkwy, Ste #301, Frisco, TX 75034",End Zone Bar & Grill’s Waffenburger Challenge (Little Elm Frisco),Where: End Zone Bar & Grill (Little Elm Frisco),,
"Address: 3033 W Parker Rd, Ste #109, Plano, TX 75023",End Zone Bar & Grill’s Waffenburger Challenge (Plano),Where: End Zone Bar & Grill (Plano),,
"Address: 200 E San Bernard St, Brazoria, TX 77422",Kenjo’s BBQ “Big Kenjo” Sandwich Challenge,Where: Kenjo's BBQ,,
"Address: 3309 Coit Rd, Ste #100, Plano, TX 75093",Bull Daddy’s “Hell Bowl” Beef Noodle Soup Challenge,Where: Bull Daddy Noodle Bistro,,
"Address: 1501 Ronald Reagan Hwy, Copperas Cove, TX 76522",Black Meg 43’s “Stampede” Burger Sandwich Challenge,Where: Black Meg 43 (Copperas Cove),,
"Address: 231 S Farm-to-Market 565 Rd, Baytown, TX 77523",Burger Barn’s Monster Burger Challenge (Baytown),Where: The Burger Barn (Baytown),,
"Address: 1101 Damon St, Rosenberg, TX 77471",Burger Barn’s Monster Burger Challenge (Rosenberg),Where: The Burger Barn (Rosenberg),,
"Address: 5533 Leopard St, Corpus Christi, TX 78408",Astor’s 82oz Steak Challenge,Where: Astor Restaurant,,
"Address: 528 Riverwalk, San Antonio, TX 78205",Original Mexican Restaurant’s “El Cholo Loco” Burrito Challenge,Where: The Original Mexican Restaurant & Bar,,
"Address: 2501 S Stemmons Fwy, Lewisville, TX 75067",Redneck Heaven’s Bubba’s Burger Challenge (Lewisville),Where: Redneck Heaven Restaurant & Bar (Lewisville),,
"Address: 3840 N.E. Loop 820, N. Beach Street, Fort Worth, TX 76137",Redneck Heaven’s Bubba’s Burger Challenge (Fort Worth),Where: Redneck Heaven Restaurant & Bar (Fort Worth),,
"Address: 701 North Watson Road SH, 360 Rd to Six Flags St, Arlington, TX 76011",Redneck Heaven’s Bubba’s Burger Challenge (Arlington),Where: Redneck Heaven Restaurant & Bar (Arlington),,
"Address: 3121 S 14th St, Abilene, TX 79605",Chelsea’s Monster Burger Challenge,Where: Chelsea's Burgers N' Brew,,
"Address: 10780 Pebble Hills Blvd, El Paso, TX 79935",Panda Burgers’ Panda Burger Challenge,Where: Panda Burgers,,
"Address: 4701 W Park Blvd, Ste #101, Plano, TX 75093",Kenny’s East Coast 32″ Bada Bing Team Pizza Challenge,Where: Kenny's East Coast Pizza,,
"Address: 3700 Ayers St, Corpus Christi, TX 78415",Chacos Tacos’ Almighty Chaco Taco Challenge,Where: Chacos Tacos,,
"Address: 9005 Garland Rd, Ste #150, Dallas, TX 75218",Mt Hypnotic Ice Cream Sundae Challenge (Dallas),Where: Hypnotic Emporium Ice Cream & Candy Shop (Dallas),,
"Address: 109 S Main St, Mansfield, TX 76063",Mt Hypnotic Ice Cream Sundae Challenge (Mansfield),Where: Hypnotic Emporium Ice Cream & Candy Shop (Mansfield),,
"Address: 14900 Avery Ranch Blvd, Austin, TX 78717",Brooklyn Heights’ 12lb Pizza Challenge (Avery Ranch),Where: Brooklyn Heights Pizzeria (Avery Ranch),,
"Address: 3550 Lakeline Blvd, Leander, TX 78641",Brooklyn Heights’ 12lb Pizza Challenge (Crystal Falls),Where: Brooklyn Heights Pizzeria (Crystal Falls),,
"Address: 2701 E Main St, Gatesville, TX 76528",Studebakers’ 28″ Colossus Solo Pizza Challenge (Gatesville),Where: Studebakers Pizza (Gatesville),,
"Address: 2207 S Western St, Amarillo, TX 79109",Lemongrass Sushi & Wok’s Pho-Nominal 50/50 Challenge,Where: Lemongrass Sushi & Wok,,
"Address: 805 E Ferguson Ave, Pharr, TX 78577",Alicia’s SU Cocina Pharr’s Super Sinzronizada Challenge,Where: Alicia's SU Cocina (Pharr),,
"Address: 15680 Highway 105, Plantersville, TX 77363",Texas Relay Station Restaurant’s 85oz Steak Challenge,Where: Texas Relay Station Restaurant,,
"Address: 6195 Main St, Frisco, TX 75034, USA",Jake’s “El Loco Ocho” Smokin’ Hot Burger Challenge (Frisco),Where: Jakes Burgers and Beer (Frisco),,
"Address: 2702 McKinney Ave, Dallas, TX 75204",Jake’s “El Loco Ocho” Hot Burger Challenge (Uptown Dallas),Where: Jakes Burgers and Beer (Uptown Dallas),,
"Address: 6606 Skillman St, Dallas, TX 75231",Jake’s “El Loco Ocho” Hot Burger Challenge (Lake Highlands),Where: Jakes Burgers and Beer (Lake Highlands),,
"Address: 2422 N Henderson Ave, Dallas, TX 75206",Jake’s “El Loco Ocho” Hot Burger Challenge (Henderson Ave),Where: Jakes Burgers and Beer (Henderson Ave),,
"Address: 520 S Main St, Grapevine, TX 76051",Jake’s “El Loco Ocho” Smokin’ Hot Burger Challenge (Grapevine),Where: Jakes Burgers and Beer (Grapevine),,
"Address: 6600 N Freeway, Ste #100, Fort Worth, TX 76137",Jake’s “El Loco Ocho” Smokin’ Hot Burger Challenge (Fossil Creek),Where: Jakes Burgers and Beer (Fossil Creek),,
"Address: 1141 Flower Mound Rd, Ste #630, Flower Mound, TX 75028",Jake’s “El Loco Ocho” Hot Burger Challenge (Flower Mound),Where: Jakes Burgers and Beer (Flower Mound),,
"Address: 3540 E Broad St, Ste #132, Mansfield, TX 76063",Jake’s “El Loco Ocho” Smokin’ Hot Burger Challenge (Mansfield),Where: Jakes Burgers and Beer (Mansfield),,
"Address: 515 Main St, Fort Worth, TX 76102",Jake’s “El Loco Ocho” Burger Challenge (Downtown Fort Worth),Where: Jakes Burgers and Beer (Downtown Fort Worth),,
"Address: 600 N Patricia St, Waco, TX 76705",Dave’s Burger Barn Zipper Ripper,Where: Dave's Burger Barn,,
"Address: 1900 SE 34th Ave, Amarillo, TX 79118",Taste of Thai’s Pho Challenge,Where: Taste of Thai,,
"Address: 1827 SW Green Oaks Blvd, Ste #149, Arlington, TX 76018",Pho & Po Boy’s Pho Challenge,Where: Pho & Po Boy,,
"Address: 6011 W Main St, League City, TX 77573",Red Oak Cafe’s Pancake Challenge,Where: Red Oak Cafe,,
"Address: 918 N Main Ave, San Antonio, TX 78212",Lulu’s “Texas Ranger” Chicken Fried Steak Challenge,Where: LuLu's Bakery & Cafe,,
"Address: 6115 FM 2100, Ste #101, Crosby, TX 77532",Busta’s 4lb Burger Challenge,Where: Busta’s Burgers & More,,
"Address: 1000 E 41st St, Austin, TX 78751",Wingzup Bar’s Ghost Wing Challenge,Where: Wingzup Bar & Grill,,
"Address: 1900 S 23rd St, McAllen, TX 78503",Villa Del Mar’s El Rey Del Chicharron Challenge (McAllen),Where: Villa Del Mar Restaurant (McAllen),,
"Address: 6400 S Cage Blvd, Ste #A, Pharr, TX 78577",Villa Del Mar’s El Rey Del Chicharron Challenge (Pharr),Where: Villa Del Mar Restaurant (Pharr),,
"Address: 3502 W Main Ave, Alton, TX",Villa Del Mar’s El Rey Del Chicharron Challenge (Alton),Where: Villa Del Mar Restaurant (Alton),,
"Address: 910 E Veteran Blvd, Palmview, TX 78572",Villa Del Mar’s El Rey Del Chicharron Challenge (Palmview),Where: Ville Del Mar Restaurant (Palmview),,
"Address: 207 E Expy 83, Mission, TX 78572",Villa Del Mar’s El Rey Del Chicharron Challenge (Mission),Where: Villa Del Mar Restaurant (Mission),,
"Address: 3921 E Stan Schlueter Loop, Killeen, TX 76542",Billy Bob’s Fat Daddy Burger Challenge (#2),Where: Billy Bob's Burgers (#2),,
"Address: 421 Liberty St, Killeen, TX 76543",Billy Bob’s Fat Daddy Burger Challenge (#1),Where: Billy Bob's Burgers (#1),,
"Address: 1901 W California St, Gainesville, TX 76240",Wolf Den’s “Wolf It Down” Chicken Fried Steak Challenge,Where: Wolf Den Family Restaurant,,
"Address: 5503 Pinemont Dr, Houston, TX 77092",Little Bitty Burger Barn’s Charlie’s 5 Alarm Fire Burger Challenge,Where: Little Bitty Burger Barn,,
"Address: 3350 N Lakeline Blvd, Leander, TX 78641",The Brooklyn Heights 12lb Pizza Challenge (Leander),Where: Brooklyn Heights Pizzeria (Leander),,
"Address: 5809 Preston Rd, Ste #588, Plano, TX 75093",Kenny’s El Jefe Grande Burger Challenge (Plano),Where: Kenny's Burger Joint (Plano),,
"Address: 717 S Greenville Ave, Allen, TX 75002",Fred’s Liberty Bell Cheesesteak Challenge (Allen),Where: Fred's Downtown Philly (Allen),,
"Address: 141 E Harwood Rd, Ste #101, Hurst, TX 76054",Fred’s Liberty Bell Cheesesteak Challenge (Hurst),Where: Fred's Downtown Philly (Hurst),,
"Address: 505 N Industrial Blvd #900, Bedford, TX 76021",Fred’s Liberty Bell Cheesesteak Challenge (Bedford),Where: Fred's Downtown Philly (Bedford),,
"Address: 5735 S Hulen St, Fort Worth, TX 76132",Fred’s Liberty Bell Cheesesteak Challenge (Fort Worth Hulen),Where: Fred's Downtown Philly (Fort Worth Hulen),,
"Address: 2521 N Josey Lane, Carrollton, TX 75006",Fred’s Liberty Bell Cheesesteak Challenge (Carrollton),Where: Fred's Downtown Philly (Carrollton),,
"Address: 2229 W 15th St, Plano, TX 75075",Fred’s Liberty Bell Cheesesteak Challenge (Plano),Where: Fred's Downtown Philly (Plano),,
"Address: 1144 N Plano Rd #119, Richardson, TX 75081",Fred’s Liberty Bell Cheesesteak Challenge (Richardson),Where: Fred's Downtown Philly (Richardson),,
"Address: 9229 Rain Lily Trail, Fort Worth, TX 76177",Pluckers’ Wall Of Flame Wing Challenge (Fort Worth),Where: Pluckers Wing Bar (Fort Worth),,
"Address: 508 Cove Terrace Shopping Center, Copperas Cove, TX 76522",The Waffle Cone’s “Dawg” Ice Cream Challenge,Where: Waffle Cone,,
"Address: 4315 Bryan St, Dallas, TX 75204",Bryan Street Tavern’s Pluck You Up Wing Challenge,Where: Bryan Street Tavern,,
"Address: 12702 Toepperwein Rd,  Live Oak, TX 78233",Biff Buzby’s Hindenburger Challenge,Where: Biff Buzby's Burgers,,
"Address: 510 E Ave K, Grand Prairie, TX 75050",Mixed Up Burgers’ Ass Kicker Wing Challenge,Where: Mixed Up Burgers (Original),,
"Address: 7312 Wallace Blvd, Amarillo, TX 79106",Joe Taco’s Chupacabra Burrito Challenge,Where: Joe Taco Mexi-Cafe,,
"Address: 6434 E Mockingbird Ln, Dallas, TX 75214",Taco Joint’s Breakfast Burrito Challenge,Where: Taco Joint,,
"Address: 3936 W Vickery, Fort Worth, TX 76107",Swiss Pastry Shop’s Ring Of Fire Burger Challenge,Where: Swiss Pastry Shop,,
"Address: 310 Texas Ave, Kemah, TX 77565",Crazy Alan’s Sasquatch Burger Challenge (Kemah),Where: Crazy Alan's Swamp Shack (Kemah),,
"Address: 5503 Pinemont Dr, Houston, TX 77092",Little Bitty Burger Barn’s Double Dog Dare You Challenge,Where: Little Bitty Burger Barn,,
"Address: 3135 10th St, Wichita Falls, TX 76309",Willie’s Psycho Burger Challenge,Where: Willie's Place,,
"Address: 15045 Farm To Market 2154, College Station, TX 77845",Hullabaloo Diner’s Aggie Special Omelet Challenge,Where: Hullabaloo Diner,,
"Address: 600 N Patricia St, Waco, TX 76705",Dave’s Zipper Ripper Burger Challenge,Where: Dave's Burger Barn,,
"Address: 24814 Stanolind Rd, Tomball, TX 77375",Mel’s Country Cafe’s “Mega Mel” Burger Challenge,Where: Mel's Country Café,,
"Address: 118 Seguin St, San Antonio, TX 78208",The Lord’s Kitchen’s 3lb Burger Challenge,Where: The Lord's Kitchen,,
"Address: 4602 Callaghan Rd, San Antonio, TX 78228",Chunky’s Four Horsemen Burger Challenge,Where: Chunky's Burgers & More,,
"Address: 1423 McCullough Ave, San Antonio, TX 78212",Armadillo’s 3lb Burger Challenge,Where: Armadillo's Texas Style Burgers,,
"Address: 2024 N Chadbourne St, San Angelo, TX 76903",The Western Sky 52oz Steak Challenge,Where: Western Sky Steakhouse,,
"Address: 3300 Western Center Blvd, Fort Worth, TX 76137",The Bad Azz 3lb Burrito Challenge (Fort Worth),Where: Bad Azz Burrito (Fort Worth),,
"Address: 1200 S Blue Mound Rd, Saginaw, TX 76131",The Bad Azz 3lb Burrito Challenge (Saginaw),Where: Bad Azz Burrito (Saginaw),,
"Address: 100 N Bicentenial Blvd, McAllen, TX 78501",The Big Daddy Burger Challenge (McCallen),Where: Big Daddy's Burgers (McCallen),,
"Address: 5818 N Cage Blvd, Pharr, TX 78577",The Big Daddy Burger Challenge (Pharr),Where: Big Daddy's Burgers (Pharr),,
"Address: 19405 Hwy 6, Manvel, TX 77578",Burger Barn’s Monster Burger Challenge (Manvel),Where: The Burger Barn (Manvel),,
"Address: 12702 Toepperwein Rd, Live Oak, TX 78233",Biff Buzby’s 3lb Red Baron Burger Challenge,Where: Biff Buzby's Burgers,,
"Address: 9453 Jones Rd, Houston, TX 77065",The Backyard Grill’s Beast Burger Challenge,Where: The Backyard Grill,,
"Address: 7017 N 10th St, Ste R, McAllen, TX 78504",Russo’s 28″ Team Pizza Challenge (McAllen),Where: Russo's New York Pizzeria (McAllen),,
"Address: 1635 Eldridge Pkwy, Ste #400, Houston, TX 77077",Nom Nom Noodles’ E-Nom-Mous Pho Challenge,Where: Nom Nom Noodles,,
"Address: 2713 Rockyridge Dr, Houston, TX 77063",Nick’s Cablinasian Calzone Challenge,Where: Nick's Place Restaurant & Bar,,
"Address: 3957 Richmond Ave, Houston, TX 77027",The Super Impossible LA Crawfish Pho Challenge (Richmond Ave),Where: LA Crawfish (Richmond Ave),,
"Address: 1005 Blalock Rd, Unit B-2, Houston, TX 77055",The Super Impossible LA Crawfish Pho Challenge (Blalock Rd),Where: LA Crawfish (Blalock Rd),,
"Address: 101 Heights Blvd, Houston, TX 77007",Hickory Hollow’s Chicken Fried Steak Challenge (Heights),Where: Hickory Hollow Restaurant (Heights),,
"Address: 6025 Richmond Ave, Houston, TX 77057",Diablo Loco’s Highway To Hell Wing Challenge,Where: Diablo Loco Sports Bar,,
"Address: 2108 Pease St, Houston, TX 77003",Cafe TH’s 22″ Zombie Sandwich Challenge,Where: Café TH Vietnamese Restaurant,,
"Address: 13247 Bandera Rd, Helotes, TX 78023",Bobby J’s Mighty Godzilla Burger Challenge,Where: Bobby J's Old Fashioned Hamburgers,,
"Address: 119 W 7th St, Georgetown, TX 78626",Burger University’s Full Ride Burger Challenge,Where: Burger University,,
"Address: 1377 Legacy Dr, Ste #120, Frisco, TX 75034",Kenny’s El Jefe Grande Burger Challenge (Frisco),Where: Kenny's Burger Joint (Frisco),,
"Address: 107 Alamo Rd, Fredericksburg, TX 78624",Alamo Springs Cafe’s Jefe’s 3lb Burger Challenge,Where: Alamo Springs Café,,
"Address: 4120 W Vickery Blvd, Fort Worth, TX 76107",Vickery Cafe’s Everest Burger Challenge,Where: Vickery Café,,
